protein	adipose tissue	adrenal gland	appendix	bone marrow	breast	bronchus	caudate	cerebellum	cerebral cortex	cervix	colon	duodenum	endometrium 1	endometrium 2	epididymis	esophagus	fallopian tube	gallbladder	heart muscle	hippocampus	kidney	liver	lung	lymph node	nasopharynx	oral mucosa	ovary	pancreas	parathyroid gland	placenta	prostate	rectum	salivary gland	seminal vesicle	skeletal muscle	skin 1	skin 2	small intestine	smooth muscle	soft tissue 1	soft tissue 2	spleen	stomach 1	stomach 2	testis	thyroid gland	tonsil	urinary bladder	vagina	nan	hypothalamus	endometrium	hair	retina	lactating breast	skin	thymus	cartilage	eye	pituitary gland	choroid plexus	dorsal raphe	substantia nigra	sole of foot	
GMIP	1	2	2	3	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	1	2	1	2	3	2	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	3	2	2	2	1	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RBM41	0	0	0	0	0	2	0	1	0	0	1	1	3	3	2	0	3	3	1	1	2	0	0	0	2	0	0	0	0	3	2	1	3	3	0	0	0	0	0	0	0	0	1	1	0	2	0	3	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BIRC5	0	0	1	2	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LAG3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MLF2	2	3	3	3	2	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	2	2	3	2	3	2	1	2	3	3	2	3	3	2	2	0	0	2	1	2	1	0	2	2	0	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
OTUB2	0	0	1	0	0	-100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DDX24	2	2	2	-100	0	2	2	2	0	0	2	3	1	1	1	0	1	2	1	1	2	2	2	1	2	2	0	2	1	2	2	2	2	1	1	2	2	2	1	0	0	0	2	2	0	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZBTB25	0	0	0	0	2	0	0	1	0	0	0	2	1	2	2	1	1	1	0	0	3	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1	1	3	0	0	0	0	1	0	1	1	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NECAP1	0	3	0	0	1	2	0	0	0	0	0	1	0	2	0	1	2	0	0	0	2	1	1	0	2	0	0	0	0	1	0	1	1	0	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ARHGAP4	0	0	3	3	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	2	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ANKRD24	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DHX32	0	2	0	1	2	2	2	0	0	2	2	2	0	0	2	2	2	2	1	1	2	2	1	0	2	2	2	2	0	2	2	-100	2	2	2	2	1	2	2	1	0	0	2	2	0	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RCOR1	3	3	2	3	2	3	2	0	0	1	3	3	3	2	3	3	-100	3	3	2	3	1	3	2	3	3	2	3	1	3	3	3	3	3	2	3	3	3	3	0	2	2	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GPATCH2L	2	2	1	3	2	3	0	1	1	0	2	2	3	2	2	1	2	2	2	0	2	1	2	2	3	1	2	1	-100	2	2	2	2	2	2	1	1	2	2	1	1	0	2	2	2	2	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LTBP4	2	2	1	2	2	-100	1	0	1	3	2	1	2	3	3	2	1	2	1	1	3	1	2	2	0	2	2	0	2	2	3	-100	0	2	0	2	2	2	0	3	2	0	1	1	2	1	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
BLVRB	2	3	2	3	2	3	2	0	0	2	2	2	2	2	3	2	3	3	1	2	2	2	0	2	2	3	1	0	2	2	2	3	2	2	1	0	0	2	2	1	1	1	3	3	0	2	1	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC9A1	1	2	0	0	1	2	0	0	2	1	1	3	2	0	3	2	1	3	1	0	0	0	0	0	2	1	0	1	1	2	3	3	3	3	1	1	1	3	1	0	0	0	3	3	2	2	1	3	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SPTLC1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	3	2	3	1	1	1	2	3	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	0	0	0	1	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PAPOLA	2	2	2	2	2	2	2	1	0	2	3	2	2	1	3	2	2	2	2	2	0	0	2	2	3	2	2	2	1	2	2	2	2	2	1	3	3	2	2	2	2	1	2	2	2	2	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CCNK	0	3	1	1	2	2	2	1	0	2	0	1	2	1	3	1	2	1	1	2	2	0	1	1	2	2	0	2	3	3	2	2	1	1	1	2	2	1	1	0	0	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RGS1	0	1	0	2	0	0	2	0	0	1	0	2	2	0	2	1	0	1	0	2	2	0	0	2	0	1	0	0	0	2	0	2	1	1	0	0	1	2	0	0	0	1	2	2	0	2	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
YPEL3	1	3	2	1	2	2	2	3	2	2	2	3	2	3	2	2	2	3	3	3	3	3	1	2	2	2	0	3	3	2	3	3	2	2	2	2	2	3	2	0	1	2	3	3	3	3	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MRPS33	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NDUFB2	1	2	0	0	0	2	0	2	2	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	2	0	2	0	0	2	2	1	1	1	2	2	2	1	1	0	1	2	2	2	2	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NUDC	0	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	3	2	0	2	2	1	1	2	2	2	0	2	2	2	1	2	1	2	0	1	0	2	0	0	0	0	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAEA	2	2	2	2	2	3	2	3	0	3	2	2	2	2	2	3	2	2	2	3	2	1	2	1	2	2	1	1	3	2	1	3	3	2	3	2	2	2	2	1	0	1	2	2	2	3	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ICAM1	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	-100	-100	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
STRN4	2	2	2	2	2	2	2	0	2	2	1	2	3	3	2	2	3	2	2	1	2	0	0	1	2	2	1	1	1	3	2	2	2	2	2	2	2	2	1	0	0	0	2	2	3	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
IRAK3	0	2	3	2	1	2	2	0	0	2	2	2	1	2	2	2	2	2	1	1	2	1	3	1	2	1	0	0	1	2	2	2	2	2	1	1	1	2	0	0	1	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LYZ	0	0	2	3	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	3	1	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TFAP4	1	1	2	2	2	0	1	2	0	1	2	2	2	1	1	1	2	1	2	2	1	1	1	2	0	2	1	2	1	2	1	3	1	2	0	1	3	3	1	1	1	2	3	3	0	1	1	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PDCD7	0	2	0	0	0	0	0	2	0	1	0	2	0	0	2	0	0	2	2	0	3	2	0	0	1	0	1	0	-100	1	1	2	2	1	0	0	1	1	1	0	0	0	3	3	0	1	1	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SPG21	0	2	0	2	2	2	2	2	2	2	2	2	1	2	2	2	0	2	2	2	2	2	2	1	0	2	0	2	0	2	2	2	2	2	1	2	2	2	2	1	1	0	2	2	0	2	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FETUB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DNAJB11	1	2	2	2	2	2	2	2	0	0	3	3	2	2	3	1	3	3	1	3	2	2	3	2	2	2	1	2	2	3	2	2	2	2	2	2	2	2	0	0	2	1	3	3	2	3	2	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
P3H2	2	2	1	2	2	0	3	1	3	3	2	3	2	1	3	3	0	3	2	3	2	2	2	1	0	3	1	2	2	3	2	3	2	1	3	1	2	3	2	2	2	0	2	3	2	2	2	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CHRD	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RAB11FIP3	0	2	0	1	1	2	0	0	0	0	0	2	0	1	1	0	2	2	0	0	3	2	0	0	2	2	0	0	2	0	1	2	0	2	0	0	0	2	1	0	0	0	0	0	2	2	1	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GNPTG	2	3	2	2	3	3	3	3	3	2	3	3	3	3	2	2	2	3	2	3	2	1	3	2	3	2	2	3	2	3	3	3	3	2	2	2	2	3	2	0	2	2	3	3	2	2	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZNF268	2	2	1	1	1	3	2	2	2	2	0	2	3	3	2	2	2	2	2	1	2	2	3	0	2	2	2	1	3	2	2	3	2	2	1	3	2	2	3	0	0	0	3	3	1	2	3	2	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GOLGA3	1	2	3	2	1	0	2	2	3	1	1	2	2	2	2	2	0	3	1	2	2	2	1	1	0	2	1	2	-100	0	2	3	2	2	1	2	2	3	1	1	1	2	2	3	0	2	1	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PABPC4	1	2	1	2	1	0	2	3	1	0	0	1	2	2	2	2	2	2	2	2	2	1	0	2	0	1	1	1	2	2	1	2	1	2	2	0	0	1	2	1	1	0	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CD209	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CERS4	0	1	1	1	1	2	2	2	2	0	0	1	2	1	3	2	2	2	1	2	2	2	1	0	2	1	0	1	1	2	2	1	1	2	0	1	1	2	1	0	0	0	2	2	0	1	2	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MCOLN1	0	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	1	0	0	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
USP48	2	2	2	2	0	3	3	3	0	2	2	2	2	2	3	3	2	3	2	3	2	2	2	2	3	0	1	2	2	3	3	3	3	2	2	2	2	3	2	2	2	2	2	3	2	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
EFNB1	2	2	2	3	3	3	2	2	2	2	1	3	2	3	3	3	3	3	2	2	3	2	2	3	3	2	2	2	3	2	2	3	2	2	3	2	2	2	1	2	2	1	3	2	1	3	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PDPR	0	3	0	1	1	2	1	2	2	2	2	3	2	2	2	3	2	2	3	2	3	1	0	2	3	2	0	2	2	2	0	3	3	3	2	1	3	2	2	2	0	0	2	2	3	2	2	1	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
AARS1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	0	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	2	2	0	2	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
GLG1	2	3	3	2	2	3	3	3	3	0	2	3	3	3	3	2	2	3	2	3	3	2	1	2	3	2	2	3	2	3	3	2	3	2	2	0	0	2	2	3	2	2	3	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
KIF4A	1	1	3	3	2	1	2	3	1	2	2	3	1	1	2	3	2	3	1	2	1	2	1	2	1	0	0	2	1	2	1	3	1	1	1	0	2	3	0	0	1	1	3	3	2	1	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TNRC6A	1	3	2	2	2	3	2	3	2	1	2	3	2	2	2	2	1	3	2	2	3	2	2	2	2	2	2	2	3	3	2	3	2	2	2	1	2	3	1	1	1	2	2	3	2	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PLEKHG2	0	1	1	0	2	2	0	0	2	2	2	2	2	2	1	2	2	2	2	0	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	1	3	2	2	1	1	1	2	2	2	2	2	1	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PITPNM2	2	2	1	2	2	2	0	2	2	0	2	2	1	1	2	1	2	2	0	2	1	1	1	2	2	2	0	2	2	3	2	1	1	2	0	1	1	1	0	2	2	0	2	2	2	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
EXOC1	1	3	2	1	2	2	2	3	2	0	2	3	2	2	2	2	2	3	0	2	2	2	2	2	2	0	1	2	3	2	2	2	1	2	1	0	2	2	1	1	2	0	2	3	3	2	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RBM27	1	2	1	0	0	0	2	1	1	1	1	2	1	0	2	2	0	2	1	2	2	1	0	0	0	2	0	2	2	2	1	2	1	1	1	1	2	2	1	0	1	1	2	2	0	1	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
POU4F3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
OSBPL8	0	1	3	2	2	2	2	1	0	1	0	0	1	1	2	0	-100	1	0	2	2	0	0	2	-100	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	2	1	1	0	1	1	0	1	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DTX2	0	1	0	1	1	-100	3	2	0	2	2	2	1	0	2	2	2	2	2	2	2	1	0	0	2	1	0	0	2	0	0	2	2	1	2	2	3	2	2	0	2	0	2	2	0	0	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NLRC4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PUS7	1	2	0	2	2	2	2	2	1	3	2	2	3	2	2	2	2	2	1	1	2	1	1	1	2	2	1	1	3	3	2	2	1	2	1	0	3	2	1	0	0	1	2	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LAMB4	0	2	0	1	1	2	2	1	1	2	2	2	2	1	0	2	2	2	2	1	2	2	2	0	2	2	1	1	2	2	1	2	0	-100	1	0	1	2	2	0	-100	0	2	2	0	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NRCAM	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
LAMB1	0	1	0	0	1	1	1	1	0	0	1	0	2	1	0	0	0	3	2	1	2	0	0	0	2	1	1	0	0	3	0	2	2	0	2	0	1	0	2	2	0	0	2	1	0	2	0	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC26A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC26A3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
DLD	1	3	3	1	3	3	3	3	2	2	3	3	3	2	2	3	2	3	3	3	3	2	2	3	3	2	0	2	3	3	2	3	3	3	1	2	2	3	1	1	1	2	3	3	3	3	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
WDR7	0	2	2	2	0	0	0	0	3	0	2	2	1	1	2	0	0	2	0	0	2	0	0	1	0	0	1	1	2	0	0	2	3	2	0	0	0	2	0	1	1	0	2	2	2	1	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TXNL1	0	2	2	1	2	2	2	2	2	1	2	2	2	1	2	2	2	3	1	2	2	1	1	1	2	2	0	2	1	2	2	2	2	2	1	0	0	2	1	2	2	1	2	2	3	3	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CMTM6	1	2	2	2	1	2	0	3	0	2	0	2	3	3	2	2	3	2	2	0	2	1	2	2	2	1	1	0	2	2	2	3	1	2	0	0	2	2	2	0	1	2	2	1	1	2	2	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ITGA6	0	1	0	1	1	0	0	1	1	1	0	2	2	2	1	1	0	2	1	0	0	0	1	0	1	1	0	0	0	2	1	2	1	2	0	0	0	2	0	0	1	0	2	2	2	1	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
RAPGEF4	2	3	2	2	0	2	2	2	1	0	2	2	2	2	1	2	2	1	1	2	2	1	2	2	2	0	1	2	2	2	1	2	2	1	2	0	2	2	1	1	1	2	2	2	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MAP3K20	0	2	0	0	2	2	0	0	0	2	0	2	2	1	1	0	0	2	1	1	1	0	2	0	1	0	0	1	2	2	2	2	2	2	0	0	0	2	0	0	0	0	2	2	2	2	1	2	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
FH	1	3	1	1	1	2	2	0	2	2	2	3	2	2	3	2	2	2	2	2	0	2	3	3	2	2	1	1	3	2	2	2	2	3	1	1	2	3	1	1	1	2	3	3	3	2	2	2	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SEL1L3	0	2	0	0	1	1	0	1	2	2	2	3	1	2	1	3	0	3	1	1	3	1	0	0	2	2	0	0	2	3	0	2	1	2	1	1	2	3	1	2	1	0	3	2	2	2	3	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
TF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CDV3	0	2	3	2	3	2	0	0	0	2	0	2	2	2	3	3	2	1	0	0	0	0	1	3	2	1	0	2	2	2	2	2	2	2	0	0	0	2	0	0	0	3	3	1	2	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
MYO15A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	0	0	-100	0	0	0	0	0	0	0	0	0	0	-100	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	1	-100	-100	-100	-100	
ALKBH5	3	3	3	2	3	3	3	3	1	2	3	3	2	2	3	-100	3	3	3	3	3	2	3	3	-100	2	3	3	3	3	3	3	3	3	3	3	2	3	2	3	-100	2	2	2	3	3	3	3	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
APOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
NLRP1	0	2	0	0	1	-100	1	0	1	0	2	0	1	1	1	1	1	1	0	3	2	1	2	2	1	2	0	0	1	2	1	2	1	1	1	0	0	0	0	1	0	0	2	2	1	0	1	1	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
PITPNM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SPAG7	0	2	2	3	2	2	1	0	1	3	2	3	2	2	2	2	3	3	0	1	3	1	2	2	2	3	2	1	2	3	1	3	3	1	2	1	1	2	1	0	1	1	3	2	1	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ORC6	0	0	2	3	0	0	0	1	0	2	0	3	1	2	2	2	0	1	1	1	2	1	1	3	1	2	0	0	1	0	1	2	2	2	0	-100	0	2	0	0	0	0	2	3	2	0	2	0	1	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZFHX4	3	3	3	3	3	3	2	3	1	3	3	3	2	3	3	3	3	3	3	2	3	2	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
SLC17A6	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	-100	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
CPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
ZC3HC1	2	3	2	3	2	2	2	2	0	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	2	2	3	2	3	2	2	2	2	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	
